timestamp,location,temperature,humidity,solar_irradiance
2025-05-17 05:00:00,New York,9.57,67.63,0.0
2025-05-17 06:00:00,New York,12.84,72.76,44.08
2025-05-17 07:00:00,New York,17.57,62.26,278.87
2025-05-17 08:00:00,New York,18.28,61.06,526.95
2025-05-17 09:00:00,New York,20.0,49.06,631.22
2025-05-17 10:00:00,New York,20.89,52.84,895.47
2025-05-17 11:00:00,New York,21.86,49.09,842.47
2025-05-17 12:00:00,New York,24.03,38.99,856.8
2025-05-17 13:00:00,New York,24.76,36.33,888.52
2025-05-17 14:00:00,New York,23.56,41.69,754.62
2025-05-17 15:00:00,New York,20.92,51.94,700.05
2025-05-17 16:00:00,New York,18.04,54.41,537.57
2025-05-17 17:00:00,New York,14.25,64.22,241.87
2025-05-17 18:00:00,New York,16.14,53.9,0.0
2025-05-17 19:00:00,New York,9.16,71.93,0.0
2025-05-17 20:00:00,New York,10.52,64.44,0.0
2025-05-17 21:00:00,New York,9.21,63.28,0.0
2025-05-17 22:00:00,New York,6.21,71.53,0.0
2025-05-17 23:00:00,New York,4.04,82.16,0.0
2025-05-18 00:00:00,New York,3.28,81.52,0.0
2025-05-18 01:00:00,New York,7.35,72.41,0.0
2025-05-18 02:00:00,New York,8.01,68.33,0.0
2025-05-18 03:00:00,New York,8.99,79.23,0.0
2025-05-18 04:00:00,New York,5.06,75.9,0.0
2025-05-18 05:00:00,New York,13.57,61.85,0.0
2025-05-18 06:00:00,New York,15.74,55.5,4.33
2025-05-18 07:00:00,New York,17.28,61.29,287.72
2025-05-18 08:00:00,New York,20.68,46.59,475.62
2025-05-18 09:00:00,New York,21.21,49.56,653.95
2025-05-18 10:00:00,New York,24.24,51.9,843.56
2025-05-18 11:00:00,New York,24.01,47.99,854.6
2025-05-18 12:00:00,New York,20.92,43.11,806.46
2025-05-18 13:00:00,New York,23.96,42.18,958.82
2025-05-18 14:00:00,New York,24.31,40.28,841.47
2025-05-18 15:00:00,New York,17.65,55.88,713.54
2025-05-18 16:00:00,New York,17.04,61.63,516.92
2025-05-18 17:00:00,New York,16.76,59.65,388.53
2025-05-18 18:00:00,New York,15.36,60.51,0.0
2025-05-18 19:00:00,New York,10.71,72.73,0.0
2025-05-18 20:00:00,New York,8.29,73.78,0.0
2025-05-18 21:00:00,New York,6.97,78.45,0.0
2025-05-18 22:00:00,New York,7.01,81.17,0.0
2025-05-18 23:00:00,New York,4.32,80.01,0.0
2025-05-19 00:00:00,New York,3.04,81.69,0.0
2025-05-19 01:00:00,New York,6.1,81.59,0.0
2025-05-19 02:00:00,New York,4.5,85.36,0.0
2025-05-19 03:00:00,New York,10.64,70.79,0.0
2025-05-19 04:00:00,New York,13.75,58.62,0.0
2025-05-19 05:00:00,New York,9.92,61.26,0.0
2025-05-19 06:00:00,New York,17.99,57.29,0.0
2025-05-19 07:00:00,New York,18.15,48.08,397.29
2025-05-19 08:00:00,New York,20.26,50.03,536.29
2025-05-19 09:00:00,New York,23.03,45.05,635.48
2025-05-19 10:00:00,New York,24.6,50.2,867.27
2025-05-19 11:00:00,New York,27.85,31.75,825.52
2025-05-19 12:00:00,New York,24.75,40.78,954.71
2025-05-19 13:00:00,New York,21.27,55.1,867.1
2025-05-19 14:00:00,New York,22.81,39.33,717.26
2025-05-19 15:00:00,New York,23.72,42.93,610.5
2025-05-19 16:00:00,New York,17.41,53.5,583.45
2025-05-19 17:00:00,New York,17.07,48.35,262.71
2025-05-19 18:00:00,New York,14.45,47.61,0.0
2025-05-19 19:00:00,New York,11.95,69.58,0.0
2025-05-19 20:00:00,New York,13.7,68.24,0.0
2025-05-19 21:00:00,New York,7.39,69.69,0.0
2025-05-19 22:00:00,New York,11.49,67.32,0.0
2025-05-19 23:00:00,New York,5.37,79.14,0.0
2025-05-20 00:00:00,New York,5.4,78.49,0.0
2025-05-20 01:00:00,New York,4.19,78.88,0.0
2025-05-20 02:00:00,New York,6.27,74.73,0.0
2025-05-20 03:00:00,New York,6.5,77.53,0.0
2025-05-20 04:00:00,New York,9.49,78.54,0.0
2025-05-20 05:00:00,New York,7.11,81.24,0.0
2025-05-20 06:00:00,New York,17.49,44.65,0.0
2025-05-20 07:00:00,New York,16.85,49.27,236.11
2025-05-20 08:00:00,New York,17.78,63.2,546.78
2025-05-20 09:00:00,New York,24.61,44.38,618.55
2025-05-20 10:00:00,New York,22.61,47.22,738.89
2025-05-20 11:00:00,New York,26.09,36.63,856.26
2025-05-20 12:00:00,New York,26.42,39.38,881.95
2025-05-20 13:00:00,New York,26.98,30.64,905.8
2025-05-20 14:00:00,New York,24.85,38.76,816.31
2025-05-20 15:00:00,New York,19.57,55.48,665.75
2025-05-20 16:00:00,New York,18.95,57.34,464.78
2025-05-20 17:00:00,New York,14.77,52.67,305.3
2025-05-20 18:00:00,New York,12.44,73.9,0.0
2025-05-20 19:00:00,New York,15.8,59.45,0.0
2025-05-20 20:00:00,New York,9.81,67.66,0.0
2025-05-20 21:00:00,New York,8.73,72.36,0.0
2025-05-20 22:00:00,New York,8.55,73.48,0.0
2025-05-20 23:00:00,New York,5.64,76.9,0.0
2025-05-21 00:00:00,New York,4.89,81.77,0.0
2025-05-21 01:00:00,New York,1.92,79.42,0.0
2025-05-21 02:00:00,New York,7.83,75.2,0.0
2025-05-21 03:00:00,New York,7.56,74.97,0.0
2025-05-21 04:00:00,New York,10.7,65.91,0.0
2025-05-21 05:00:00,New York,10.86,69.27,0.0
2025-05-21 06:00:00,New York,13.04,65.95,0.0
2025-05-21 07:00:00,New York,19.65,53.07,287.8
2025-05-21 08:00:00,New York,21.97,54.4,550.72
2025-05-21 09:00:00,New York,18.39,46.82,643.76
2025-05-21 10:00:00,New York,23.71,45.16,763.71
2025-05-21 11:00:00,New York,25.03,36.16,844.42
2025-05-21 12:00:00,New York,22.19,41.01,832.42
2025-05-21 13:00:00,New York,22.71,49.85,827.53
2025-05-21 14:00:00,New York,28.93,34.62,809.24
2025-05-21 15:00:00,New York,20.35,52.79,646.22
2025-05-21 16:00:00,New York,20.24,62.31,495.2
2025-05-21 17:00:00,New York,19.89,46.71,273.25
2025-05-21 18:00:00,New York,18.54,49.78,90.62
2025-05-21 19:00:00,New York,13.83,59.53,0.0
2025-05-21 20:00:00,New York,11.26,72.33,0.0
2025-05-21 21:00:00,New York,9.17,63.8,0.0
2025-05-21 22:00:00,New York,4.89,78.99,0.0
2025-05-21 23:00:00,New York,5.19,82.72,0.0
2025-05-22 00:00:00,New York,5.36,72.61,0.0
2025-05-22 01:00:00,New York,6.1,80.85,0.0
2025-05-22 02:00:00,New York,7.46,80.49,0.0
2025-05-22 03:00:00,New York,9.6,73.1,0.0
2025-05-22 04:00:00,New York,9.86,61.98,0.0
2025-05-22 05:00:00,New York,13.27,64.5,0.0
2025-05-22 06:00:00,New York,15.54,52.53,0.0
2025-05-22 07:00:00,New York,19.69,50.41,309.08
2025-05-22 08:00:00,New York,20.06,50.04,546.91
2025-05-22 09:00:00,New York,21.04,48.4,651.89
2025-05-22 10:00:00,New York,22.79,42.87,811.11
2025-05-22 11:00:00,New York,23.7,48.88,830.27
2025-05-22 12:00:00,New York,24.63,38.55,972.35
2025-05-22 13:00:00,New York,25.05,45.05,800.72
2025-05-22 14:00:00,New York,24.19,46.06,804.11
2025-05-22 15:00:00,New York,24.2,39.01,745.47
2025-05-22 16:00:00,New York,24.6,38.99,477.72
2025-05-22 17:00:00,New York,20.49,56.91,248.86
2025-05-22 18:00:00,New York,14.16,60.27,0.0
2025-05-22 19:00:00,New York,10.57,63.83,0.0
2025-05-22 20:00:00,New York,8.46,72.9,0.0
2025-05-22 21:00:00,New York,8.4,80.96,0.0
2025-05-22 22:00:00,New York,4.34,86.24,0.0
2025-05-22 23:00:00,New York,4.91,79.93,0.0
2025-05-23 00:00:00,New York,6.35,71.69,0.0
2025-05-23 01:00:00,New York,6.11,78.62,0.0
2025-05-23 02:00:00,New York,7.32,76.8,0.0
2025-05-23 03:00:00,New York,12.84,61.13,0.0
2025-05-23 04:00:00,New York,8.94,69.01,0.0
2025-05-23 05:00:00,New York,11.3,64.21,0.0
2025-05-23 06:00:00,New York,17.38,62.35,0.0
2025-05-23 07:00:00,New York,15.92,60.51,247.39
2025-05-23 08:00:00,New York,21.27,48.48,424.21
2025-05-23 09:00:00,New York,25.17,48.65,644.36
2025-05-23 10:00:00,New York,22.88,45.66,816.72
2025-05-23 11:00:00,New York,25.98,48.1,866.15
2025-05-23 12:00:00,New York,23.4,36.3,863.45
2025-05-23 13:00:00,New York,24.59,49.79,849.12
2025-05-23 14:00:00,New York,24.11,41.7,859.42
2025-05-23 15:00:00,New York,27.12,33.1,650.53
2025-05-23 16:00:00,New York,22.09,49.23,592.34
2025-05-23 17:00:00,New York,18.76,50.69,304.53
2025-05-23 18:00:00,New York,17.22,59.67,25.36
2025-05-23 19:00:00,New York,14.55,66.76,0.0
2025-05-23 20:00:00,New York,12.76,67.71,0.0
2025-05-23 21:00:00,New York,7.59,75.54,0.0
2025-05-23 22:00:00,New York,8.75,68.41,0.0
2025-05-23 23:00:00,New York,6.08,75.88,0.0
2025-05-24 00:00:00,New York,5.06,86.28,0.0
2025-05-24 01:00:00,New York,5.72,78.79,0.0
2025-05-24 02:00:00,New York,3.62,86.49,0.0
2025-05-24 03:00:00,New York,9.22,82.38,0.0
2025-05-24 04:00:00,New York,9.38,72.33,0.0
2025-05-24 05:00:00,New York,12.91,72.07,0.0
2025-05-24 06:00:00,New York,14.81,61.78,30.39
2025-05-24 07:00:00,New York,17.96,51.85,284.7
2025-05-24 08:00:00,New York,22.15,40.57,506.65
2025-05-24 09:00:00,New York,20.67,54.63,598.84
2025-05-24 10:00:00,New York,22.54,46.8,878.28
2025-05-24 11:00:00,New York,24.53,38.17,969.06
2025-05-24 12:00:00,New York,22.1,34.8,922.0
2025-05-24 13:00:00,New York,23.66,37.58,910.42
2025-05-24 14:00:00,New York,24.15,38.88,735.98
2025-05-24 15:00:00,New York,23.82,45.62,670.04
2025-05-24 16:00:00,New York,23.69,37.26,423.72
2025-05-24 17:00:00,New York,16.2,57.36,287.17
2025-05-24 18:00:00,New York,14.52,62.73,0.0
2025-05-24 19:00:00,New York,15.3,58.99,0.0
2025-05-24 20:00:00,New York,12.23,67.24,0.0
2025-05-24 21:00:00,New York,8.84,75.16,0.0
2025-05-24 22:00:00,New York,7.24,78.74,0.0
2025-05-24 23:00:00,New York,8.0,74.98,0.0
2025-05-25 00:00:00,New York,6.42,76.72,0.0
2025-05-25 01:00:00,New York,8.22,70.18,0.0
2025-05-25 02:00:00,New York,9.94,69.92,0.0
2025-05-25 03:00:00,New York,5.07,80.51,0.0
2025-05-25 04:00:00,New York,8.64,76.93,0.0
2025-05-25 05:00:00,New York,11.11,65.56,0.0
2025-05-25 06:00:00,New York,11.22,65.3,0.0
2025-05-25 07:00:00,New York,14.42,64.96,314.29
2025-05-25 08:00:00,New York,20.85,43.46,497.61
2025-05-25 09:00:00,New York,22.06,40.08,750.17
2025-05-25 10:00:00,New York,25.41,38.07,801.34
2025-05-25 11:00:00,New York,25.08,29.64,862.64
2025-05-25 12:00:00,New York,23.64,37.72,885.94
2025-05-25 13:00:00,New York,28.25,36.69,846.44
2025-05-25 14:00:00,New York,24.81,47.39,846.23
2025-05-25 15:00:00,New York,22.19,42.38,709.91
2025-05-25 16:00:00,New York,20.79,52.9,531.76
2025-05-25 17:00:00,New York,19.69,47.95,340.87
2025-05-25 18:00:00,New York,15.4,69.59,0.0
2025-05-25 19:00:00,New York,15.88,59.22,0.0
2025-05-25 20:00:00,New York,8.7,70.19,0.0
2025-05-25 21:00:00,New York,7.29,77.54,0.0
2025-05-25 22:00:00,New York,7.39,72.36,0.0
2025-05-25 23:00:00,New York,5.29,90.13,0.0
2025-05-26 00:00:00,New York,8.46,75.27,0.0
2025-05-26 01:00:00,New York,5.42,79.77,0.0
2025-05-26 02:00:00,New York,7.57,69.75,0.0
2025-05-26 03:00:00,New York,7.41,66.83,0.0
2025-05-26 04:00:00,New York,10.8,71.64,0.0
2025-05-26 05:00:00,New York,11.45,74.98,0.0
2025-05-26 06:00:00,New York,12.55,57.58,11.22
2025-05-26 07:00:00,New York,19.68,59.05,252.06
2025-05-26 08:00:00,New York,22.16,45.49,491.37
2025-05-26 09:00:00,New York,23.84,45.58,596.18
2025-05-26 10:00:00,New York,26.61,43.67,768.72
2025-05-26 11:00:00,New York,25.45,41.57,888.03
2025-05-26 12:00:00,New York,23.9,38.84,898.72
2025-05-26 13:00:00,New York,27.0,38.71,856.47
2025-05-26 14:00:00,New York,25.2,25.35,857.44
2025-05-26 15:00:00,New York,18.59,51.0,619.02
2025-05-26 16:00:00,New York,17.41,60.98,476.61
2025-05-26 17:00:00,New York,18.28,53.2,298.85
2025-05-26 18:00:00,New York,15.15,53.28,49.81
2025-05-26 19:00:00,New York,11.42,59.37,0.0
2025-05-26 20:00:00,New York,9.14,79.22,0.0
2025-05-26 21:00:00,New York,9.63,69.0,0.0
2025-05-26 22:00:00,New York,5.64,77.11,0.0
2025-05-26 23:00:00,New York,9.49,72.92,0.0
2025-05-27 00:00:00,New York,5.86,83.43,0.0
2025-05-27 01:00:00,New York,5.82,77.07,0.0
2025-05-27 02:00:00,New York,5.95,77.75,0.0
2025-05-27 03:00:00,New York,7.85,77.93,0.0
2025-05-27 04:00:00,New York,10.1,73.46,0.0
2025-05-27 05:00:00,New York,12.25,65.89,0.0
2025-05-27 06:00:00,New York,11.0,72.57,17.32
2025-05-27 07:00:00,New York,19.58,36.35,379.42
2025-05-27 08:00:00,New York,19.72,56.1,448.0
2025-05-27 09:00:00,New York,23.3,38.14,643.81
2025-05-27 10:00:00,New York,27.49,34.07,810.87
2025-05-27 11:00:00,New York,26.4,39.68,882.52
2025-05-27 12:00:00,New York,25.73,50.56,897.12
2025-05-27 13:00:00,New York,25.06,45.13,930.28
2025-05-27 14:00:00,New York,26.03,41.13,742.85
2025-05-27 15:00:00,New York,25.34,33.59,690.13
2025-05-27 16:00:00,New York,18.49,52.7,516.44
2025-05-27 17:00:00,New York,18.23,55.65,355.69
2025-05-27 18:00:00,New York,15.91,56.97,48.2
2025-05-27 19:00:00,New York,14.79,54.28,0.0
2025-05-27 20:00:00,New York,11.19,71.12,0.0
2025-05-27 21:00:00,New York,7.33,82.21,0.0
2025-05-27 22:00:00,New York,6.04,78.55,0.0
2025-05-27 23:00:00,New York,4.99,80.09,0.0
2025-05-28 00:00:00,New York,2.81,77.18,0.0
2025-05-28 01:00:00,New York,8.53,68.71,0.0
2025-05-28 02:00:00,New York,4.36,70.52,0.0
2025-05-28 03:00:00,New York,6.65,70.08,0.0
2025-05-28 04:00:00,New York,13.28,68.48,0.0
2025-05-28 05:00:00,New York,11.04,79.19,0.0
2025-05-28 06:00:00,New York,16.96,54.45,0.0
2025-05-28 07:00:00,New York,22.17,38.71,192.73
2025-05-28 08:00:00,New York,22.05,58.11,569.21
2025-05-28 09:00:00,New York,23.2,46.58,717.67
2025-05-28 10:00:00,New York,25.18,41.05,805.21
2025-05-28 11:00:00,New York,24.53,37.16,860.97
2025-05-28 12:00:00,New York,21.61,46.28,850.57
2025-05-28 13:00:00,New York,22.45,46.0,944.6
2025-05-28 14:00:00,New York,25.5,31.15,750.52
2025-05-28 15:00:00,New York,23.95,37.18,663.77
2025-05-28 16:00:00,New York,21.1,42.96,505.27
2025-05-28 17:00:00,New York,14.92,57.15,290.99
2025-05-28 18:00:00,New York,11.81,68.57,0.0
2025-05-28 19:00:00,New York,13.52,64.09,0.0
2025-05-28 20:00:00,New York,12.73,65.17,0.0
2025-05-28 21:00:00,New York,7.07,76.47,0.0
2025-05-28 22:00:00,New York,7.43,75.39,0.0
2025-05-28 23:00:00,New York,5.42,75.65,0.0
2025-05-29 00:00:00,New York,3.67,75.64,0.0
2025-05-29 01:00:00,New York,8.84,66.1,0.0
2025-05-29 02:00:00,New York,4.95,76.5,0.0
2025-05-29 03:00:00,New York,9.72,69.09,0.0
2025-05-29 04:00:00,New York,12.5,61.64,0.0
2025-05-29 05:00:00,New York,12.97,59.88,0.0
2025-05-29 06:00:00,New York,19.29,45.48,15.49
2025-05-29 07:00:00,New York,18.86,54.36,265.74
2025-05-29 08:00:00,New York,19.74,50.74,492.65
2025-05-29 09:00:00,New York,24.0,53.05,647.13
2025-05-29 10:00:00,New York,20.92,47.72,928.99
2025-05-29 11:00:00,New York,23.05,52.09,958.89
2025-05-29 12:00:00,New York,23.89,45.06,981.42
2025-05-29 13:00:00,New York,23.9,41.18,845.92
2025-05-29 14:00:00,New York,21.63,43.49,738.8
2025-05-29 15:00:00,New York,22.14,41.87,686.69
2025-05-29 16:00:00,New York,16.89,57.88,541.68
2025-05-29 17:00:00,New York,13.6,64.67,336.38
2025-05-29 18:00:00,New York,12.58,73.2,20.95
2025-05-29 19:00:00,New York,11.0,67.72,0.0
2025-05-29 20:00:00,New York,11.12,68.15,0.0
2025-05-29 21:00:00,New York,9.01,67.38,0.0
2025-05-29 22:00:00,New York,6.68,69.57,0.0
2025-05-29 23:00:00,New York,5.12,75.24,0.0
2025-05-30 00:00:00,New York,3.53,89.12,0.0
2025-05-30 01:00:00,New York,7.52,78.0,0.0
2025-05-30 02:00:00,New York,4.16,80.11,0.0
2025-05-30 03:00:00,New York,10.36,70.0,0.0
2025-05-30 04:00:00,New York,14.64,62.69,0.0
2025-05-30 05:00:00,New York,12.8,62.86,0.0
2025-05-30 06:00:00,New York,15.27,58.7,35.41
2025-05-30 07:00:00,New York,19.5,47.07,208.44
2025-05-30 08:00:00,New York,16.33,59.88,444.83
2025-05-30 09:00:00,New York,17.77,56.41,799.65
2025-05-30 10:00:00,New York,23.65,46.9,804.09
2025-05-30 11:00:00,New York,24.46,45.67,860.49
2025-05-30 12:00:00,New York,25.53,40.54,866.6
2025-05-30 13:00:00,New York,26.64,35.84,837.21
2025-05-30 14:00:00,New York,24.73,36.04,801.41
2025-05-30 15:00:00,New York,22.05,51.32,698.73
2025-05-30 16:00:00,New York,19.95,54.19,569.51
2025-05-30 17:00:00,New York,18.7,52.64,209.41
2025-05-30 18:00:00,New York,12.87,62.73,0.0
2025-05-30 19:00:00,New York,12.04,66.21,0.0
2025-05-30 20:00:00,New York,11.06,67.53,0.0
2025-05-30 21:00:00,New York,8.9,72.52,0.0
2025-05-30 22:00:00,New York,2.39,80.53,0.0
2025-05-30 23:00:00,New York,5.05,73.85,0.0
2025-05-31 00:00:00,New York,6.2,85.25,0.0
2025-05-31 01:00:00,New York,7.78,73.38,0.0
2025-05-31 02:00:00,New York,9.32,72.1,0.0
2025-05-31 03:00:00,New York,7.25,72.42,0.0
2025-05-31 04:00:00,New York,9.4,69.27,0.0
2025-05-31 05:00:00,New York,12.75,65.3,0.0
2025-05-31 06:00:00,New York,15.01,62.17,59.53
2025-05-31 07:00:00,New York,19.49,43.6,147.3
2025-05-31 08:00:00,New York,21.87,39.43,488.76
2025-05-31 09:00:00,New York,19.73,41.53,702.07
2025-05-31 10:00:00,New York,25.18,36.76,670.45
2025-05-31 11:00:00,New York,23.57,44.83,801.05
2025-05-31 12:00:00,New York,25.37,39.19,928.96
2025-05-31 13:00:00,New York,24.9,35.34,934.83
2025-05-31 14:00:00,New York,23.34,43.18,753.34
2025-05-31 15:00:00,New York,21.18,43.21,666.35
2025-05-31 16:00:00,New York,23.42,36.29,419.32
2025-05-31 17:00:00,New York,20.53,47.89,241.55
2025-05-31 18:00:00,New York,17.08,52.81,91.3
2025-05-31 19:00:00,New York,13.77,60.03,0.0
2025-05-31 20:00:00,New York,14.31,58.34,0.0
2025-05-31 21:00:00,New York,9.41,72.67,0.0
2025-05-31 22:00:00,New York,8.94,79.92,0.0
2025-05-31 23:00:00,New York,5.4,75.42,0.0
2025-06-01 00:00:00,New York,5.92,74.77,0.0
2025-06-01 01:00:00,New York,9.37,71.95,0.0
2025-06-01 02:00:00,New York,5.61,79.71,0.0
2025-06-01 03:00:00,New York,5.23,74.67,0.0
2025-06-01 04:00:00,New York,12.4,61.91,0.0
2025-06-01 05:00:00,New York,10.32,72.05,0.0
2025-06-01 06:00:00,New York,17.37,58.85,49.8
2025-06-01 07:00:00,New York,16.07,50.74,350.07
2025-06-01 08:00:00,New York,19.35,50.04,566.41
2025-06-01 09:00:00,New York,23.18,45.91,783.25
2025-06-01 10:00:00,New York,22.37,49.89,802.85
2025-06-01 11:00:00,New York,25.2,47.25,900.39
2025-06-01 12:00:00,New York,26.08,43.21,881.75
2025-06-01 13:00:00,New York,22.98,38.81,776.68
2025-06-01 14:00:00,New York,27.77,28.94,788.94
2025-06-01 15:00:00,New York,21.52,48.5,715.79
2025-06-01 16:00:00,New York,21.72,43.64,491.64
2025-06-01 17:00:00,New York,18.15,52.45,355.37
2025-06-01 18:00:00,New York,15.98,61.71,33.14
2025-06-01 19:00:00,New York,14.76,61.39,0.0
2025-06-01 20:00:00,New York,7.41,77.19,0.0
2025-06-01 21:00:00,New York,6.63,74.1,0.0
2025-06-01 22:00:00,New York,7.51,81.17,0.0
2025-06-01 23:00:00,New York,5.38,80.78,0.0
2025-06-02 00:00:00,New York,8.4,74.39,0.0
2025-06-02 01:00:00,New York,10.54,71.74,0.0
2025-06-02 02:00:00,New York,2.82,88.13,0.0
2025-06-02 03:00:00,New York,8.69,79.07,0.0
2025-06-02 04:00:00,New York,11.35,66.61,0.0
2025-06-02 05:00:00,New York,9.96,69.03,0.0
